GbGDiv results table from 'allMtub-MYCOBACT' records table.
Created at 16:55, on Tue 3 May, 2016
Software version: 0.9
Isolate records read from table: 7670

"Locus"	"Missing"	"Paralogous"	"CountNuc"	"CountAA"	"MinLength"	"MaxLength"	"AvgLength"	"NonVarNuc"	"NonVarAA"	"AllelicDiv"	"ADivNM"	"VSitesNuc"	"VSitesAA"	"RatioCount"	"RatioVS"
"MYCO003659"	1521	0	65	43	1056	1059	1058.93023255814	995	315	0.0613827030350946	-0.000623852765776972	0.0603724689243207	0.10758993279747	0.661538461538462	1.78210258275736
"MYCO003660"	339	0	76	52	1050	1056	1053.05769230769	978	305	0.0721707847111892	0.0101642289103176	0.0712759546375919	0.131101736700814	0.684210526315789	1.83935434281325
"MYCO003661"	106	0	38	22	858	864	863.727272727273	815	260	0.0439953689085359	-0.0180111868923357	0.0564151141985057	0.0969371645089993	0.578947368421053	1.71828358208955
"MYCO003662"	2093	0	52	31	771	771	771	719	230	0.0674448767833982	0.00543832098252658	0.0674448767833982	0.105058365758755	0.596153846153846	1.55769230769231
"MYCO003663"	761	0	100	63	1623	1647	1646.42857142857	1518	482	0.0607375271149675	-0.00126902868590409	0.0780043383947931	0.12173535791757	0.63	1.56062291434928
"MYCO003664"	26	0	59	36	801	801	801	743	231	0.0736579275905119	0.0116513717896403	0.0724094881398252	0.134831460674157	0.610169491525424	1.86206896551724
"MYCO003665"	21	0	66	38	927	927	927	859	271	0.0711974110032362	0.00919085520236464	0.0733549083063646	0.122977346278317	0.575757575757576	1.67647058823529
"MYCO003666"	199	2036	81	55	1614	1626	1625.78181818182	1537	488	0.049822183452996	-0.0121843723478756	0.054608691762286	0.099510165738443	0.679012345679012	1.82224042596763
"MYCO003667"	564	0	119	72	1956	1956	1956	1844	585	0.060838445807771	-0.00116810999310064	0.0572597137014315	0.102760736196319	0.605042016806723	1.79464285714286
"MYCO003669"	13	0	31	23	516	519	518.869565217391	486	150	0.0597452656276186	-0.00226129017325301	0.0633484162895923	0.132730015082956	0.741935483870968	2.09523809523811
"MYCO003671"	33	0	72	37	1191	1194	1193.83783783784	1121	362	0.0603096984515076	-0.00169685734936396	0.0610115004980547	0.0903287150230932	0.513888888888889	1.48051948051947
"MYCO003672"	120	0	46	23	822	822	822	778	251	0.0559610705596107	-0.0060454852412609	0.0535279805352798	0.0839416058394161	0.5	1.56818181818182
"MYCO003673"	274	0	46	31	672	684	683.612903225806	624	194	0.0672895432238581	0.0052829874229865	0.0872027180067944	0.148640996602491	0.673913043478261	1.70454545454546
"MYCO003675"	4	0	25	13	375	378	377.769230769231	352	112	0.0661779678273264	0.00417141202645477	0.0682142129912447	0.110568112400734	0.52	1.62089552238805
"MYCO003678"	20	0	27	11	456	456	456	430	142	0.0592105263157895	-0.00279602948508213	0.0570175438596491	0.0657894736842105	0.407407407407407	1.15384615384615
"MYCO003681"	35	0	33	21	357	357	357	325	100	0.092436974789916	0.0304304189890444	0.0896358543417367	0.159663865546218	0.636363636363636	1.78125
"MYCO003685"	200	0	91	64	1404	1431	1430.484375	1311	410	0.0636148157857369	0.00160825998486531	0.0835272143395484	0.140151391027952	0.703296703296703	1.67791290702236
"MYCO003686"	139	0	19	14	333	333	333	315	97	0.0570570570570571	-0.00494949874381455	0.0540540540540541	0.126126126126126	0.736842105263158	2.33333333333333
"MYCO003687"	28	0	31	22	369	369	369	339	102	0.0840108401084011	0.0220042843075295	0.0813008130081301	0.170731707317073	0.709677419354839	2.1
"MYCO003688"	44	0	37	23	465	465	465	428	132	0.0795698924731183	0.0175633366722467	0.0795698924731183	0.148387096774194	0.621621621621622	1.86486486486486
"MYCO003689"	388	0	113	79	1338	1374	1355.62025316456	1203	365	0.0833566773115205	0.0213501215106489	0.112583338002131	0.192251666760044	0.699115044247788	1.70763871609852
"MYCO003690"	721	0	31	18	654	654	654	624	200	0.0474006116207951	-0.0146059441800765	0.0458715596330275	0.0825688073394495	0.580645161290323	1.8
"MYCO003691"	151	0	71	46	1002	1002	1002	935	293	0.0708582834331337	0.00885172763226213	0.0668662674650699	0.122754491017964	0.647887323943662	1.83582089552239
"MYCO003692"	124	0	63	43	1077	1077	1077	1014	320	0.0584958217270195	-0.0035107340738521	0.0584958217270195	0.108635097493036	0.682539682539683	1.85714285714286
"MYCO003693"	2614	0	73	46	1323	1323	1323	1252	401	0.055177626606198	-0.00682892919467356	0.053665910808768	0.090702947845805	0.63013698630137	1.69014084507042
"MYCO003694"	21	0	71	44	993	993	993	923	289	0.0715005035246727	0.0094939477238011	0.0704934541792548	0.126888217522659	0.619718309859155	1.8
"MYCO003697"	56	0	30	20	438	438	438	407	127	0.0684931506849315	0.0064865948840599	0.0707762557077626	0.13013698630137	0.666666666666667	1.83870967741935
"MYCO003698"	319	0	106	68	1521	1530	1529.82352941176	1418	443	0.0692890375668091	0.00728248176593754	0.0730957050024965	0.131272349751987	0.641509433962264	1.79589689637036
"MYCO003699"	72	0	45	31	702	702	702	660	205	0.0641025641025641	0.0020960083016925	0.0598290598290598	0.123931623931624	0.688888888888889	2.07142857142857
"MYCO003700"	1163	0	65	42	1170	1173	1172.85714285714	1101	348	0.0554202192448235	-0.00658633655604808	0.0612667478684508	0.109866017052373	0.646153846153846	1.79324055666007
"MYCO003701"	255	0	57	42	966	966	966	909	280	0.0590062111801242	-0.00300034462074738	0.0590062111801242	0.130434782608696	0.736842105263158	2.21052631578947
"MYCO003702"	60	0	53	35	699	705	702.171428571429	654	202	0.0754801432291666	0.013473587428295	0.0686035156250006	0.136962890625001	0.660377358490566	1.99644128113878
"MYCO003703"	128	0	96	61	1266	1284	1277.95081967213	1185	358	0.0751202616894363	0.0131137058885647	0.0727342697710208	0.159592072349432	0.635416666666667	2.19417989417991
"MYCO003704"	123	0	79	52	1299	1299	1299	1221	382	0.0608160123171671	-0.00119054348370455	0.0600461893764434	0.117782909930716	0.658227848101266	1.96153846153846
"MYCO003706"	353	0	20	15	321	321	321	302	93	0.0623052959501558	0.000298740149284157	0.059190031152648	0.130841121495327	0.75	2.21052631578947
"MYCO003714"	114	0	68	50	876	891	890.64	814	247	0.0763495913051289	0.0143430355042573	0.08605048055331	0.168014012395581	0.735294117647059	1.95250521920668
"MYCO003716"	539	0	27	18	393	402	399.5	369	115	0.0675844806007509	0.00557792479987934	0.0763454317897372	0.136420525657071	0.666666666666667	1.78688524590164
"MYCO003723"	40	0	46	30	765	765	765	719	226	0.0601307189542484	-0.00187583684662324	0.0601307189542484	0.113725490196078	0.652173913043478	1.89130434782609
"MYCO003725"	3715	0	30	19	930	930	930	900	290	0.032258064516129	-0.0297484912847426	0.032258064516129	0.0645161290322581	0.633333333333333	2
"MYCO003726"	592	0	70	45	1194	1194	1194	1126	356	0.0586264656616415	-0.00338009013923006	0.0569514237855946	0.105527638190955	0.642857142857143	1.85294117647059
"MYCO003727"	486	0	130	86	1806	1812	1809	1684	523	0.0718629076838032	0.0098563518829316	0.0690989496959646	0.132669983416252	0.661538461538462	1.92
"MYCO003728"	4865	0	126	87	3195	3201	3198	3064	966	0.0393996247654784	-0.0226069310353932	0.0419011882426517	0.0938086303939962	0.69047619047619	2.23880597014925
"MYCO003729"	722	0	160	118	2328	2331	2330.94915254237	2180	675	0.068641565958437	0.00663501015756543	0.0647586638162954	0.131255180838531	0.7375	2.02683584100608
"MYCO003730"	22	0	63	45	1038	1041	1040.93333333333	974	303	0.060522607915973	-0.00148394788489856	0.0643012680927343	0.12674522864096	0.714285714285714	1.97111553784865
"MYCO003731"	25	0	72	51	1077	1077	1077	1005	310	0.0668523676880223	0.00484581188715069	0.0668523676880223	0.136490250696379	0.708333333333333	2.04166666666667
"MYCO003732"	209	0	72	48	1050	1059	1058.8125	980	304	0.0680007083407119	0.00599415253984028	0.0744348031403105	0.138657694350983	0.666666666666667	1.86280729579699
"MYCO003733"	23	0	34	25	501	501	501	468	146	0.0678642714570858	0.00585771565621423	0.0658682634730539	0.125748502994012	0.735294117647059	1.90909090909091
"MYCO003734"	136	0	87	57	1356	1365	1364.84210526316	1275	399	0.0637436372049976	0.00173708140412599	0.0658260064784836	0.122975474317447	0.655172413793103	1.86818980667836
"MYCO003735"	29	0	47	36	486	495	489.083333333333	432	126	0.09609814278412	0.0340915869832484	0.116714942920429	0.227125575055375	0.765957446808511	1.94598540145986
"MYCO003736"	149	0	86	56	1044	1062	1060.875	943	290	0.0810651584776717	0.0190586026768001	0.111111111111111	0.179922234004949	0.651162790697674	1.61930010604454
"MYCO003737"	1409	0	91	63	1578	1590	1589.66666666667	1483	465	0.0572447053889703	-0.00476185041190129	0.0671000209687585	0.122457538267982	0.692307692307692	1.82499999999997
"MYCO003738"	2625	0	54	34	948	948	948	897	283	0.0569620253164557	-0.00504453048441591	0.0537974683544304	0.104430379746835	0.62962962962963	1.94117647058824
"MYCO003739"	1835	0	17	14	234	234	234	219	66	0.0726495726495727	0.010643016848701	0.0641025641025641	0.153846153846154	0.823529411764706	2.4
"MYCO003740"	224	0	89	57	1341	1347	1346.89473684211	1248	390	0.066077918018053	0.00407136221718139	0.0734242507131446	0.131335235043573	0.640449438202247	1.78871740287383
"MYCO003741"	48	0	53	34	675	675	675	622	195	0.0785185185185185	0.0165119627176469	0.0785185185185185	0.133333333333333	0.641509433962264	1.69811320754717
"MYCO003742"	24	0	31	24	396	396	396	366	111	0.0782828282828283	0.0162762724819567	0.0757575757575758	0.159090909090909	0.774193548387097	2.1
"MYCO003743"	319	0	143	88	1980	1983	1982.96590909091	1839	572	0.0721141999186251	0.0101076441177535	0.072601303144395	0.134629600976499	0.615384615384615	1.85436893203883
"MYCO003744"	11	0	29	17	363	363	363	333	104	0.0798898071625344	0.0178832513616628	0.0826446280991736	0.140495867768595	0.586206896551724	1.7
"MYCO003745"	27	2384	14	10	198	213	211.5	186	57	0.066193853427896	0.00418729762702438	0.120567375886525	0.191489361702128	0.714285714285714	1.58823529411765
"MYCO003746"	23	0	27	17	333	336	335.823529411765	305	79	0.0803993694167104	0.0183928136158388	0.0917849010334567	0.294272201786653	0.62962962962963	3.20610687022899
"MYCO003747"	51	0	19	11	384	384	384	366	117	0.0494791666666667	-0.0125273891342049	0.046875	0.0859375	0.578947368421053	1.83333333333333
"MYCO003748"	39	0	24	17	357	360	359.823529411765	336	106	0.0666993624325649	0.00469280663169333	0.0662089259440909	0.116233447768515	0.708333333333333	1.75555555555555
"MYCO003749"	58	0	32	20	507	510	509.85	473	147	0.062763557909189	0.000757002108317371	0.0722761596548005	0.135039717563989	0.625	1.86838534599729
"MYCO003750"	35	0	22	16	393	393	393	372	116	0.0559796437659033	-0.00602691203496829	0.0534351145038168	0.114503816793893	0.727272727272727	2.14285714285714
"MYCO003751"	30	0	16	12	216	216	216	201	60	0.0740740740740741	0.0120675182732025	0.0694444444444444	0.166666666666667	0.75	2.4
"MYCO003752"	587	0	20	15	459	459	459	438	139	0.0435729847494553	-0.0184335710514163	0.0457516339869281	0.0915032679738562	0.75	2
"MYCO003753"	901	0	22	10	501	501	501	480	157	0.0439121756487026	-0.018094380152169	0.0419161676646707	0.0598802395209581	0.454545454545455	1.42857142857143
"MYCO003754"	447	0	53	38	906	915	906.236842105263	854	269	0.0584836077474809	-0.00352294805339069	0.0576414902575716	0.109504312222319	0.716981132075472	1.89974811083124
"MYCO003755"	26	0	37	23	600	603	600.130434782609	564	179	0.0616532637832355	-0.000353292017636106	0.0602043034123021	0.105194522929798	0.621621621621622	1.74729241877256
"MYCO003756"	39	0	53	32	717	720	719.90625	665	209	0.0736206971393845	0.0116141413385129	0.076268611364327	0.129053262143508	0.60377358490566	1.69208878770632
"MYCO003757"	288	0	57	30	690	690	690	635	201	0.0826086956521739	0.0206021398513023	0.0797101449275362	0.126086956521739	0.526315789473684	1.58181818181818
"MYCO003758"	82	0	61	45	1131	1131	1131	1070	333	0.0539345711759505	-0.00807198462492112	0.0539345711759505	0.116710875331565	0.737704918032787	2.16393442622951
"MYCO003759"	50	0	88	61	942	954	948	864	265	0.0928270042194093	0.0308204484185377	0.0886075949367089	0.161392405063291	0.693181818181818	1.82142857142857
"MYCO003760"	50	0	16	10	303	303	303	288	91	0.0528052805280528	-0.0092012752728188	0.0495049504950495	0.099009900990099	0.625	2
"MYCO003761"	306	0	57	37	1056	1062	1056.16216216216	1004	318	0.0539689851067098	-0.00803757069416184	0.0493884026818139	0.0967296176876997	0.649122807017544	1.95854922279797
"MYCO003762"	47	0	131	83	1872	1881	1880.89156626506	1729	531	0.0696478214638021	0.0076412656629305	0.0807550892296654	0.153061224489796	0.633587786259542	1.89537558499247
"MYCO003763"	61	0	38	25	480	483	480.12	447	138	0.07914687994668	0.0171403241458084	0.0689827543114222	0.137715571107223	0.657894736842105	1.9963768115942
"MYCO003764"	77	0	77	50	1428	1428	1428	1353	426	0.053921568627451	-0.00808498717342062	0.0525210084033613	0.105042016806723	0.649350649350649	2
"MYCO003766"	224	0	49	37	687	693	689.513513513514	640	197	0.0710645970523675	0.00905804125149586	0.0718093446221393	0.142873941674507	0.755102040816326	1.98962882096069
"MYCO003767"	204	0	62	47	945	948	945.063829787234	884	273	0.0656040344004683	0.00359747859959668	0.0646134449997748	0.133391868161556	0.758064516129032	2.06445993031359
"MYCO003768"	193	0	23	15	360	360	360	338	106	0.0638888888888889	0.00188233308801729	0.0611111111111111	0.116666666666667	0.652173913043478	1.90909090909091
"MYCO003769"	183	0	27	19	273	273	273	248	73	0.0989010989010989	0.0368945431002273	0.0915750915750916	0.197802197802198	0.703703703703704	2.16
"MYCO003770"	208	0	40	26	573	576	575.884615384615	537	168	0.0694583583784145	0.00745180257754292	0.067521538769785	0.124824684431977	0.65	1.84866468842731
"MYCO003771"	76	0	32	25	327	327	327	297	86	0.0978593272171254	0.0358527714162538	0.0917431192660551	0.211009174311927	0.78125	2.3
"MYCO003772"	114	0	64	42	1056	1062	1061.85714285714	991	288	0.0602717610655188	-0.0017347947353528	0.0667294497511073	0.186331225615496	0.65625	2.79233870967749
"MYCO003773"	193	0	41	30	576	585	584.7	538	164	0.0701214297930563	0.00811487399218466	0.0798700188130666	0.158542842483325	0.731707317073171	1.98501070663811
"MYCO003776"	1425	0	109	68	1533	1560	1559.60294117647	1367	428	0.0698895835101317	0.00788302770926015	0.123494856345412	0.176713530027439	0.623853211009174	1.43093838283576
"MYCO003779"	869	0	136	78	2001	2001	2001	1870	597	0.0679660169915042	0.00595946119063264	0.0654672663668166	0.104947526236882	0.573529411764706	1.6030534351145
"MYCO003784"	464	0	76	58	981	987	981.103448275862	882	261	0.077463798678476	0.0154572428776044	0.101012231126107	0.201919021509911	0.763157894736842	1.99895615866388
"MYCO003785"	3310	0	53	34	1074	1074	1074	1012	321	0.0493482309124767	-0.0126583248883949	0.0577281191806331	0.103351955307263	0.641509433962264	1.79032258064516
"MYCO003786"	605	0	74	45	1224	1227	1224.06666666667	1154	367	0.060454223626164	-0.00155233217470762	0.0572408910190103	0.10053918631883	0.608108108108108	1.75642245480491
"MYCO003787"	168	0	70	43	927	936	927.209302325581	859	267	0.0754953599197392	0.0134888041188676	0.0735640832706292	0.136117381489842	0.614285714285714	1.85032390044324
"MYCO003788"	23	0	30	20	486	486	486	456	144	0.0617283950617284	-0.000278160739143212	0.0617283950617284	0.111111111111111	0.666666666666667	1.8
"MYCO003789"	8	0	24	13	366	366	366	343	109	0.0655737704918033	0.00356721469093168	0.0628415300546448	0.10655737704918	0.541666666666667	1.69565217391304
"MYCO003792"	396	0	137	86	1932	1950	1932.24418604651	1801	563	0.0709020117588297	0.0088954559579581	0.0679231884842897	0.125886876929464	0.627737226277372	1.85337113493401
"MYCO003796"	58	0	79	63	1101	1131	1127.61904761905	1028	314	0.0700591216216215	0.00805256582074988	0.0883445945945965	0.164611486486488	0.79746835443038	1.86328871892923
"MYCO003797"	387	0	125	82	1770	1782	1781.78048780488	1619	501	0.0701545453301027	0.00814798952923112	0.0913583288845095	0.156461746950845	0.656	1.7126161222655
"MYCO003798"	4104	79	45	34	1335	1335	1335	1294	412	0.0337078651685393	-0.0282986906323323	0.0307116104868914	0.0741573033707865	0.755555555555556	2.41463414634146
"MYCO003800"	1630	0	262	155	5199	5202	5201.98064516129	4935	1584	0.0503654315291818	-0.0116411242716898	0.0513228832194189	0.086501791501252	0.591603053435115	1.6854429462085
"MYCO003803"	124	0	66	44	897	903	900	833	238	0.0733333333333333	0.0113267775324617	0.0744444444444444	0.206666666666667	0.666666666666667	2.77611940298507
"MYCO003805"	67	0	108	62	1884	1884	1884	1774	564	0.0573248407643312	-0.0046817150365404	0.0583864118895966	0.101910828025478	0.574074074074074	1.74545454545455
"MYCO003807"	301	0	27	17	498	498	498	472	149	0.0542168674698795	-0.00778968833099208	0.0522088353413655	0.102409638554217	0.62962962962963	1.96153846153846
"MYCO003810"	2121	0	44	25	840	858	854.4	792	242	0.051498127340824	-0.0105084284600476	0.0730337078651685	0.150280898876405	0.568181818181818	2.05769230769231
"MYCO003811"	335	0	93	62	1608	1620	1619.70967741935	1517	478	0.0574176973173211	-0.00458885848355053	0.0634123996733756	0.114656151042598	0.666666666666667	1.80810301507541
"MYCO003812"	2907	0	77	48	1515	1515	1515	1445	462	0.0508250825082508	-0.0111814732926208	0.0462046204620462	0.0851485148514852	0.623376623376623	1.84285714285714
"MYCO003813"	200	0	47	24	822	822	822	776	251	0.0571776155717762	-0.00482894022909545	0.0559610705596107	0.0839416058394161	0.51063829787234	1.5
"MYCO003814"	80	0	38	26	783	792	785.884615384615	739	230	0.0483531542113248	-0.0136534015895468	0.0596583957323932	0.12200851563647	0.684210526315789	2.04511894995899
"MYCO003815"	237	0	52	33	753	756	755.909090909091	703	218	0.0687913409500902	0.00678478514921858	0.0699939867708961	0.134816596512327	0.634615384615385	1.92611683848797
"MYCO003817"	615	0	57	43	756	759	756.06976744186	701	214	0.0753898680446619	0.0133833122437903	0.0728368859770533	0.150872012549598	0.754385964912281	2.07136824324325
"MYCO003818"	107	0	83	48	1548	1551	1550.9375	1468	470	0.0535160185371751	-0.0084905372636965	0.0534757203304453	0.0908724561757001	0.578313253012048	1.69932177844762
"MYCO003819"	60	0	26	15	336	336	336	313	99	0.0773809523809524	0.0153743965800808	0.068452380952381	0.116071428571429	0.576923076923077	1.69565217391304
"MYCO003820"	347	0	102	74	1404	1407	1406.95945945946	1310	404	0.0724967583921625	0.0104902025912909	0.0689141814339917	0.138567929693128	0.725490196078431	2.01073170731707
"MYCO003821"	37	0	52	29	714	714	714	665	211	0.0728291316526611	0.0108225758517895	0.0686274509803922	0.113445378151261	0.557692307692308	1.6530612244898
"MYCO003822"	138	0	104	72	1203	1215	1214.83333333333	1122	342	0.0856084510906848	0.0236018952898132	0.0764165180408811	0.155439703663052	0.692307692307692	2.0341113105925
"MYCO003823"	101	0	226	138	3261	3270	3269.91304347826	3040	954	0.0691149877672588	0.00710843196638721	0.0703116689713858	0.124747367301351	0.610619469026549	1.77420574886536
"MYCO003824"	144	0	130	75	1536	1539	1536.04	1418	445	0.0846332126767532	0.0226266568758816	0.0768469571104919	0.130882008281034	0.576923076923077	1.70315147407658
"MYCO003825"	440	0	400	251	6378	6387	6381	5967	1876	0.0626860993574675	0.000679543556595878	0.0648801128349788	0.118006582040433	0.6275	1.81884057971015
"MYCO003826"	147	0	135	99	1752	1755	1754.9696969697	1613	491	0.0769244051524673	0.0149178493515957	0.0808958110301497	0.160669268225301	0.733333333333333	1.98612593383136
"MYCO003827"	323	0	118	87	1227	1227	1227	1103	329	0.0961695191524042	0.0341629633515326	0.101059494702526	0.19559902200489	0.73728813559322	1.93548387096774
"MYCO003828"	7	2917	29	18	612	615	613.166666666667	447	138	0.0472954607230225	-0.0147110950778491	0.270997553683066	0.324816526229954	0.620689655172414	1.19859578736209
"MYCO003829"	1610	0	121	73	1611	1611	1611	1488	458	0.0751086281812539	0.0131020723803823	0.0763500931098696	0.147113594040968	0.603305785123967	1.92682926829268
"MYCO003830"	1782	0	55	36	630	630	630	577	177	0.0873015873015873	0.0252950315007157	0.0841269841269841	0.157142857142857	0.654545454545455	1.86792452830189
"MYCO003831"	33	0	48	36	480	483	482.916666666667	435	126	0.0993960310612596	0.037389475260388	0.0992234685073346	0.21725625539258	0.75	2.1895652173913
"MYCO003832"	226	0	46	31	576	576	576	532	163	0.0798611111111111	0.0178545553102395	0.0763888888888889	0.151041666666667	0.673913043478261	1.97727272727273
"MYCO003833"	955	0	61	44	792	792	792	736	223	0.077020202020202	0.0150136462193304	0.0707070707070707	0.15530303030303	0.721311475409836	2.19642857142857
"MYCO003836"	879	0	37	28	408	414	413.785714285714	376	111	0.0894182634213707	0.0274117076204991	0.0913171068530979	0.195235629207664	0.756756756756757	2.13799621928167
"MYCO003837"	70	0	57	32	699	699	699	645	202	0.0815450643776824	0.0195385085768108	0.0772532188841202	0.133047210300429	0.56140350877193	1.72222222222222
"MYCO003838"	240	0	71	38	966	966	966	900	288	0.0734989648033126	0.011492409002441	0.0683229813664596	0.105590062111801	0.535211267605634	1.54545454545455
"MYCO003839"	16	0	64	41	777	789	777.292682926829	720	226	0.0823370673695441	0.0203305115686725	0.0737079920926289	0.127741692553892	0.640625	1.7330779054917
"MYCO003840"	121	0	46	28	414	414	414	370	113	0.111111111111111	0.0491045553102395	0.106280193236715	0.181159420289855	0.608695652173913	1.70454545454545
"MYCO003841"	20	0	46	23	546	546	546	504	159	0.0842490842490843	0.0222425284482126	0.0769230769230769	0.126373626373626	0.5	1.64285714285714
"MYCO003843"	667	0	71	50	1029	1029	1029	961	293	0.0689990281827016	0.00699247238183005	0.0660835762876579	0.145772594752187	0.704225352112676	2.20588235294118
"MYCO003844"	186	7	38	20	486	492	491.7	452	146	0.0772828960748424	0.0152763402739708	0.08074028879398	0.10921293471629	0.526315789473684	1.35264483627204
"MYCO003845"	5631	0	15	12	360	360	360	343	107	0.0416666666666667	-0.0203398891342049	0.0472222222222222	0.108333333333333	0.8	2.29411764705882
"MYCO003846"	16	0	36	18	624	624	624	591	191	0.0576923076923077	-0.00431424810856391	0.0528846153846154	0.0817307692307692	0.5	1.54545454545455
"MYCO003848"	185	0	87	63	906	912	908.904761904762	815	244	0.0957195997275632	0.0337130439266916	0.103316393356735	0.194635091947399	0.724137931034483	1.88387423935091
"MYCO003850"	122	0	50	33	657	657	657	608	186	0.076103500761035	0.0140969449601634	0.0745814307458143	0.150684931506849	0.66	2.02040816326531
"MYCO003851"	108	0	20	11	285	285	285	267	85	0.0701754385964912	0.00816888279561962	0.0631578947368421	0.105263157894737	0.55	1.66666666666667
"MYCO003852"	92	0	30	24	405	408	405.125	377	112	0.0740512187596421	0.0120446629587705	0.0694230175871645	0.170626349892009	0.8	2.45777777777778
"MYCO003853"	9	0	27	16	474	474	474	447	143	0.0569620253164557	-0.00504453048441591	0.0569620253164557	0.0949367088607595	0.592592592592593	1.66666666666667
"MYCO003854"	359	0	194	152	1470	1476	1470.05921052632	1286	358	0.1319674735622	0.0699609177613279	0.125205304118616	0.269417182444318	0.783505154639175	2.15180326696927
"MYCO003855"	13	0	50	31	651	651	651	601	187	0.0768049155145929	0.0147983597137213	0.0768049155145929	0.138248847926267	0.62	1.8
"MYCO003856"	157	0	86	60	1008	1008	1008	926	281	0.0853174603174603	0.0233109045165887	0.0813492063492064	0.163690476190476	0.697674418604651	2.01219512195122
"MYCO003857"	16	0	13	6	198	198	198	186	60	0.0656565656565657	0.00365000985569406	0.0606060606060606	0.0909090909090909	0.461538461538462	1.5
"MYCO003860"	879	0	116	69	1173	1173	1173	1072	328	0.0988917306052856	0.036885174804414	0.0861040068201194	0.161125319693095	0.594827586206897	1.87128712871287
"MYCO003861"	223	0	39	23	327	327	327	290	87	0.119266055045872	0.057259499245	0.113149847094801	0.201834862385321	0.58974358974359	1.78378378378378
"MYCO003862"	119	0	97	80	351	351	351	265	56	0.276353276353276	0.214346720552405	0.245014245014245	0.521367521367521	0.824742268041237	2.12790697674419
"MYCO003863"	356	0	83	51	1179	1182	1179.11764705882	1098	340	0.0703916188575707	0.00838506305669907	0.0687952107757518	0.134946370665999	0.614457831325301	1.96156635242934
"MYCO003864"	228	0	110	81	1200	1257	1222.33333333333	1100	333	0.0899918189255525	0.0279852631246809	0.100081810744475	0.182710662667028	0.736363636363636	1.8256130790191
"MYCO003865"	96	0	25	17	312	312	312	287	89	0.0801282051282051	0.0181216493273335	0.0801282051282051	0.144230769230769	0.68	1.8
"MYCO003866"	242	0	58	38	852	852	852	795	246	0.068075117370892	0.00606856157002042	0.0669014084507042	0.133802816901408	0.655172413793103	2
"MYCO003867"	173	0	45	36	552	552	552	510	152	0.0815217391304348	0.0195151833295632	0.0760869565217391	0.173913043478261	0.8	2.28571428571429
"MYCO003868"	348	0	105	68	1722	1722	1722	1616	504	0.0609756097560976	-0.00103094604477404	0.0615563298490128	0.121951219512195	0.647619047619048	1.9811320754717
"MYCO003869"	1004	0	124	93	1443	1443	1443	1313	391	0.0859320859320859	0.0239255301312143	0.0900900900900901	0.187110187110187	0.75	2.07692307692308
"MYCO003870"	93	0	180	129	2241	2259	2244.18604651163	2033	602	0.0802072538860103	0.0182006980851387	0.0941036269430061	0.195253886010364	0.716666666666667	2.07488162096684
"MYCO003871"	569	0	145	94	1773	1776	1775.96808510638	1632	502	0.0816456113237612	0.0196390555228896	0.0810645677215288	0.15201178859597	0.648275862068965	1.87519397029485
"MYCO003872"	362	0	23	14	297	300	297.428571428571	275	86	0.0773294908741596	0.015322935073288	0.0754082612872225	0.132564841498558	0.608695652173913	1.75796178343951
"MYCO003873"	387	0	78	53	1086	1110	1106.60377358491	1010	316	0.070485933503836	0.00847937770296444	0.0872975277067384	0.143324808184147	0.67948717948718	1.64179687499997
"MYCO003874"	72	0	20	18	303	312	303.5	284	84	0.0658978583196046	0.00389130251873301	0.0642504118616145	0.169686985172982	0.9	2.64102564102564
"MYCO003875"	16	0	26	16	288	288	288	263	81	0.0902777777777778	0.0282712219769062	0.0868055555555556	0.15625	0.615384615384615	1.8
"MYCO003876"	3418	0	123	89	1992	2007	2000.62921348315	1820	454	0.0614806577705889	-0.000525898030282694	0.0902862020937251	0.319214179808601	0.723577235772358	3.53558099029604
"MYCO003877"	89	0	149	110	1530	1539	1535.97272727273	1375	413	0.0970069307575298	0.0350003749566582	0.104801813479171	0.193345052291413	0.738255033557047	1.84486361326028
"MYCO003878"	934	0	65	47	843	843	843	780	236	0.0771055753262159	0.0150990195253443	0.0747330960854092	0.160142348754448	0.723076923076923	2.14285714285714
"MYCO003879"	3355	0	198	134	2136	2262	2206.14179104478	1978	617	0.089749444393704	0.0277428885928324	0.103412116107341	0.160978678925525	0.676767676767677	1.5566713552059
"MYCO003880"	11	0	27	16	345	348	347.8125	320	97	0.0776280323450135	0.0156214765441419	0.0799640610961366	0.163342318059299	0.592592592592593	2.04269662921348
"MYCO003881"	826	0	151	107	1374	1401	1383.11214953271	1233	360	0.109174082557959	0.0471675267570872	0.108532160304879	0.219152257201354	0.708609271523179	2.01923795293239
"MYCO003882"	966	0	152	104	1371	1392	1388.79807692308	1231	356	0.10944715616021	0.0474406003593386	0.113622044518297	0.230989718558523	0.684210526315789	2.03296569374198
"MYCO003883"	86	0	124	85	1329	1341	1340.32941176471	1199	361	0.0925145706059965	0.0305080148051249	0.10544378905976	0.191989677691176	0.685483870967742	1.82077749105134
"MYCO003884"	416	0	140	92	1845	1860	1859.77173913043	1714	532	0.0752780553948301	0.0132714995939585	0.0783815218090088	0.141830168498937	0.657142857142857	1.80948475132357
"MYCO003885"	281	0	162	105	1614	1614	1614	1459	439	0.100371747211896	0.0383651914110243	0.0960346964064436	0.184014869888476	0.648148148148148	1.91612903225806
